year,make,model,displ,cylinders,trans,drive,fuel_type,city_mpg,highway_mpg,comb_mpg,co2_emissions
2023,Lexus,Hatchback,3.3,8,CVT,AWD,Regular,10.0,15.0,12.2,746.0
2021,Chevrolet,Hatchback,1.9,4,Manual,4WD,Regular,20.3,24.2,22.0,450.0
2021,Audi,Wagon,2.5,4,Automatic,FWD,Diesel,23.3,29.6,26.2,334.0
2024,BMW,Coupe,1.3,3,Manual,FWD,Regular,19.4,24.9,21.9,411.0
2024,Kia,Minivan,3.3,4,Automatic,AWD,Regular,10.0,17.0,13.1,661.0
2021,Subaru,Hatchback,5.3,4,Automatic,RWD,Hybrid,24.6,27.9,26.1,383.0
2024,Honda,Coupe,5.7,12,Automatic,RWD,Hybrid,10.0,17.4,13.4,652.0
2022,Mercedes-Benz,Wagon,5.7,6,CVT,4WD,Regular,10.0,18.0,13.6,617.0
2021,Kia,Minivan,1.6,6,Manual,FWD,Regular,16.6,19.7,18.0,506.0
2024,Lexus,Wagon,2.9,8,Automatic,AWD,Premium,14.7,22.5,18.2,456.0
2021,Tesla,SUV,1.1,8,CVT,AWD,Electric,90.8,95.0,92.7,122.0
2023,Honda,Minivan,5.3,4,Automatic,FWD,Regular,10.7,17.1,13.6,665.0
2020,Honda,Coupe,2.8,4,Manual,AWD,Regular,15.8,20.2,17.8,479.0
2021,Subaru,Hatchback,4.2,6,CVT,FWD,Electric,95.9,101.5,98.4,104.0
2020,Honda,Hatchback,4.6,4,Automatic,RWD,Hybrid,21.2,26.7,23.7,368.0
2024,Lexus,Coupe,3.1,4,Automatic,RWD,Diesel,24.3,29.1,26.5,344.0
2020,BMW,Coupe,2.5,6,Automatic,AWD,Regular,14.9,21.5,17.9,471.0
2021,Mazda,Coupe,5.8,8,Manual,RWD,Regular,10.0,16.0,12.7,673.0
2023,Mercedes-Benz,Truck,5.8,4,CVT,RWD,Premium,10.0,15.5,12.5,717.0
2024,Toyota,Minivan,2.4,6,CVT,4WD,Regular,14.6,22.5,18.2,526.0
2021,Lexus,Hatchback,3.4,4,CVT,FWD,Regular,12.3,20.0,15.8,550.0
2024,Mazda,Minivan,5.9,6,Automatic,FWD,Regular,10.0,17.8,13.5,644.0
2022,Lexus,Wagon,1.0,3,CVT,AWD,Regular,25.8,33.2,29.1,299.0
2020,Toyota,Hatchback,3.1,8,Automatic,FWD,Regular,18.9,23.2,20.8,401.0
2022,Volkswagen,Truck,1.5,3,Manual,4WD,Electric,102.5,107.3,104.7,96.0
2021,Audi,Coupe,3.5,6,CVT,AWD,Diesel,13.9,18.0,15.7,584.0
2023,Volkswagen,SUV,1.1,3,Automatic,AWD,Hybrid,35.4,43.4,39.0,238.0
2024,Honda,Coupe,3.0,4,CVT,FWD,Electric,92.4,96.2,94.1,91.0
2020,Hyundai,Coupe,2.1,4,CVT,RWD,Regular,22.1,27.0,24.3,345.0
2024,Hyundai,Truck,3.7,4,Manual,RWD,Regular,11.5,15.5,13.3,709.0
2021,Toyota,Minivan,6.0,4,CVT,RWD,Regular,10.0,15.0,12.2,711.0
2024,Kia,Hatchback,5.0,4,Manual,RWD,Regular,10.0,15.0,12.2,711.0
2020,Subaru,Coupe,5.2,6,CVT,4WD,Hybrid,22.0,28.2,24.7,324.0
2021,Honda,Hatchback,4.2,6,CVT,AWD,Regular,10.0,15.0,12.2,700.0
2024,Subaru,Sedan,1.2,4,CVT,RWD,Regular,24.0,29.8,26.6,341.0
2023,Mazda,Wagon,2.0,6,CVT,4WD,Premium,22.2,29.3,25.4,341.0
2021,Hyundai,Minivan,5.6,4,CVT,AWD,Regular,11.0,17.9,14.1,613.0
2021,Nissan,Hatchback,2.8,4,CVT,FWD,Premium,19.9,23.7,21.6,395.0
2023,Mercedes-Benz,SUV,1.5,4,Manual,FWD,Regular,17.2,24.7,20.6,421.0
2022,Mazda,Wagon,4.5,6,Manual,4WD,Regular,10.3,17.1,13.4,650.0
2020,Audi,SUV,2.5,4,Automatic,AWD,Regular,14.7,17.7,16.0,583.0
2022,Mercedes-Benz,Coupe,2.3,12,CVT,RWD,Hybrid,23.0,29.7,26.0,334.0
2024,BMW,Wagon,6.0,4,Manual,AWD,Regular,10.0,16.7,13.0,687.0
2023,Mazda,Hatchback,5.3,4,CVT,RWD,Regular,10.0,15.5,12.5,712.0
2022,Toyota,Wagon,3.0,4,CVT,4WD,Regular,20.7,23.9,22.2,402.0
2021,BMW,Coupe,5.9,8,Manual,RWD,Regular,10.0,15.9,12.7,692.0
2024,Ford,Truck,4.3,6,CVT,4WD,Regular,10.0,16.8,13.1,669.0
2024,Mazda,Minivan,4.7,6,Manual,AWD,Premium,10.0,15.0,12.2,741.0
2022,BMW,SUV,1.2,8,Manual,AWD,Diesel,18.2,24.5,21.0,428.0
2022,Honda,Coupe,1.6,8,Automatic,RWD,Premium,14.8,19.6,16.9,511.0
2023,Mercedes-Benz,Truck,4.2,6,Automatic,AWD,Regular,10.0,15.9,12.6,648.0
2020,Chevrolet,Wagon,5.5,4,Automatic,RWD,Regular,10.0,15.0,12.2,716.0
2022,Chevrolet,Wagon,4.1,6,Automatic,AWD,Regular,10.0,15.0,12.2,701.0
2022,Honda,Coupe,1.7,4,CVT,FWD,Regular,17.0,24.2,20.2,421.0
2021,Lexus,Hatchback,1.6,6,CVT,RWD,Regular,10.0,16.8,13.0,657.0
2024,Ford,Wagon,5.2,6,Automatic,4WD,Regular,10.0,15.0,12.2,752.0
2020,Audi,Hatchback,1.7,6,Manual,FWD,Premium,19.6,24.7,21.9,429.0
2021,Ford,Hatchback,3.6,4,Manual,4WD,Premium,16.0,22.5,18.9,485.0
2023,Toyota,Minivan,1.2,6,Manual,AWD,Electric,90.5,97.6,93.7,88.0
2023,Hyundai,Hatchback,1.4,8,Manual,FWD,Diesel,18.2,24.6,21.1,408.0
2022,Subaru,Sedan,4.4,4,CVT,AWD,Regular,12.5,18.2,15.0,563.0
2022,Mercedes-Benz,Minivan,4.4,4,Manual,RWD,Regular,10.0,17.8,13.5,677.0
2023,Ford,Truck,2.7,6,Manual,4WD,Regular,10.0,16.9,13.1,696.0
2022,Nissan,Truck,2.1,8,Automatic,AWD,Regular,10.0,15.0,12.2,738.0
2020,Toyota,Wagon,5.1,4,Manual,4WD,Regular,10.0,15.8,12.6,683.0
2022,Volkswagen,Wagon,2.1,3,CVT,4WD,Regular,17.0,22.1,19.3,454.0
2024,Kia,Hatchback,3.7,4,Manual,AWD,Regular,10.0,17.0,13.1,676.0
2022,Volkswagen,Minivan,5.8,4,Manual,RWD,Premium,10.0,15.0,12.2,693.0
2021,Audi,Minivan,1.7,8,CVT,4WD,Premium,10.0,15.1,12.3,751.0
2020,Toyota,Sedan,5.7,6,Automatic,AWD,Regular,10.0,15.0,12.2,701.0
2021,Mercedes-Benz,Hatchback,1.9,6,CVT,RWD,Regular,14.1,17.8,15.8,547.0
2021,BMW,Sedan,3.8,4,Automatic,AWD,Regular,15.9,20.8,18.1,456.0
2024,Mazda,Hatchback,2.9,6,Manual,RWD,Premium,14.7,21.1,17.6,501.0
2020,Subaru,SUV,5.8,4,Automatic,4WD,Regular,10.0,15.0,12.2,723.0
2020,Kia,SUV,2.4,4,Automatic,FWD,Premium,10.0,15.9,12.7,719.0
2020,Volkswagen,Coupe,3.0,4,Automatic,AWD,Premium,14.5,20.4,17.1,501.0
2020,Lexus,Hatchback,5.9,4,Manual,4WD,Regular,10.0,15.9,12.7,678.0
2020,Kia,Minivan,3.7,4,Automatic,AWD,Regular,13.5,19.1,16.0,557.0
2024,Nissan,Wagon,3.5,4,Automatic,AWD,Regular,15.9,19.4,17.5,466.0
2022,Nissan,Truck,2.3,3,Manual,RWD,Regular,11.5,15.6,13.3,695.0
2021,BMW,Coupe,4.5,4,CVT,AWD,Diesel,22.3,29.3,25.5,322.0
2020,Audi,Wagon,1.1,6,CVT,RWD,Regular,19.0,24.5,21.5,450.0
2022,Nissan,SUV,1.2,3,CVT,4WD,Regular,26.2,32.8,29.2,289.0
2022,Toyota,Hatchback,4.0,8,Manual,AWD,Hybrid,18.7,24.5,21.3,389.0
2021,Subaru,Coupe,2.7,4,Manual,4WD,Regular,13.6,16.8,15.1,600.0
2024,Mercedes-Benz,Hatchback,5.8,6,CVT,FWD,Regular,10.0,17.0,13.1,689.0
2023,BMW,SUV,5.5,8,Automatic,4WD,Regular,10.0,15.0,12.2,739.0
2023,Toyota,Coupe,4.6,8,CVT,AWD,Premium,10.0,17.7,13.5,660.0
2022,Chevrolet,SUV,5.1,8,Manual,FWD,Premium,10.0,15.0,12.2,773.0
2021,Lexus,Sedan,4.3,4,Automatic,RWD,Regular,12.9,18.5,15.4,550.0
2023,Mazda,SUV,1.6,4,Automatic,FWD,Hybrid,38.5,41.8,40.0,249.0
2022,Tesla,Minivan,4.8,4,Manual,AWD,Premium,11.2,18.7,14.6,577.0
2024,Mazda,Minivan,2.1,4,Automatic,AWD,Regular,16.3,24.2,19.9,480.0
2023,Nissan,Hatchback,2.6,3,CVT,4WD,Premium,23.6,27.3,25.3,358.0
2022,Chevrolet,Truck,5.1,8,Manual,RWD,Regular,10.0,15.0,12.2,760.0
2022,Ford,SUV,3.7,6,Manual,AWD,Premium,10.0,15.0,12.2,746.0
2020,Ford,Wagon,5.3,6,Manual,AWD,Regular,10.0,16.9,13.1,635.0
2024,Mercedes-Benz,Minivan,2.1,8,Manual,RWD,Premium,11.3,15.8,13.3,661.0
2020,Nissan,Truck,4.0,6,Automatic,RWD,Regular,10.0,15.9,12.7,675.0
2021,Volkswagen,Sedan,1.4,6,Manual,4WD,Electric,94.8,98.0,96.3,122.0
2020,Toyota,Coupe,4.2,6,Manual,FWD,Regular,10.0,16.6,13.0,700.0
2020,Nissan,Coupe,4.8,4,Automatic,RWD,Premium,10.0,15.6,12.5,714.0
2023,Hyundai,Minivan,3.9,4,Manual,AWD,Regular,11.5,18.2,14.5,605.0
2022,Kia,Truck,2.3,8,Automatic,RWD,Hybrid,24.1,31.1,27.3,334.0
2024,Mercedes-Benz,Minivan,1.2,8,Automatic,AWD,Diesel,19.1,22.5,20.6,412.0
2020,Mazda,Coupe,1.6,8,Manual,4WD,Regular,13.6,19.5,16.2,554.0
2024,Ford,SUV,4.1,4,CVT,FWD,Hybrid,27.8,34.1,30.7,287.0
2020,Lexus,Truck,5.7,8,Manual,4WD,Regular,10.0,15.6,12.5,695.0
2021,Honda,Hatchback,2.0,3,CVT,RWD,Premium,23.2,27.2,25.0,369.0
2020,Tesla,SUV,4.7,4,Automatic,AWD,Premium,12.1,19.1,15.3,619.0
2023,Ford,SUV,5.3,4,CVT,RWD,Regular,10.1,18.1,13.7,620.0
2022,Mercedes-Benz,SUV,3.6,4,Manual,RWD,Hybrid,26.0,33.8,29.5,320.0
2021,Mazda,Hatchback,4.3,4,Manual,RWD,Regular,10.0,16.9,13.1,662.0
2020,Mercedes-Benz,Sedan,5.1,4,CVT,RWD,Regular,10.0,15.1,12.3,734.0
2024,Kia,Wagon,2.3,4,Manual,FWD,Electric,101.0,105.7,103.1,74.0
2021,Mazda,Minivan,2.5,4,CVT,AWD,Premium,14.0,17.4,15.5,567.0
2021,Audi,Coupe,1.0,6,Automatic,RWD,Regular,14.2,19.3,16.5,535.0
2020,Honda,Minivan,5.8,6,CVT,AWD,Regular,10.0,15.0,12.2,756.0
2021,Nissan,Truck,5.6,4,CVT,FWD,Premium,12.1,16.4,14.0,633.0
2024,Audi,Sedan,4.8,4,CVT,AWD,Regular,11.0,18.5,14.4,610.0
2021,Chevrolet,Truck,1.4,6,CVT,AWD,Hybrid,34.9,42.8,38.5,229.0
2024,Lexus,Minivan,3.2,4,Automatic,FWD,Premium,10.0,17.7,13.5,696.0
2020,Honda,Coupe,1.5,4,Automatic,RWD,Regular,17.8,21.8,19.6,465.0
2022,Mazda,Hatchback,1.1,6,Automatic,AWD,Regular,14.5,22.0,17.9,484.0
2021,Mazda,Minivan,4.1,8,CVT,4WD,Regular,10.0,15.0,12.2,758.0
2022,Hyundai,SUV,5.8,4,Automatic,AWD,Regular,10.0,15.5,12.5,715.0
2024,BMW,Minivan,5.5,4,Manual,RWD,Diesel,18.8,25.0,21.6,394.0
2021,Hyundai,SUV,4.5,4,Automatic,4WD,Hybrid,23.1,28.4,25.5,356.0
2023,Subaru,Hatchback,1.5,6,CVT,RWD,Premium,16.5,24.3,20.0,441.0
2022,Hyundai,Minivan,2.4,4,Manual,AWD,Regular,18.3,23.0,20.4,368.0
2021,Toyota,Sedan,2.6,4,CVT,FWD,Regular,15.3,20.9,17.8,506.0
2022,Chevrolet,Sedan,4.8,4,Manual,RWD,Premium,10.0,15.0,12.2,707.0
2021,Audi,Truck,5.0,8,CVT,RWD,Premium,10.0,17.3,13.3,643.0
2020,Kia,Hatchback,2.9,6,CVT,FWD,Premium,10.7,15.7,12.9,650.0
2022,Audi,Sedan,3.1,6,Manual,AWD,Regular,13.7,20.2,16.6,538.0
2023,Audi,Minivan,1.2,6,Automatic,RWD,Electric,106.8,113.3,109.7,78.0
2023,Honda,Hatchback,2.4,4,Manual,AWD,Regular,15.6,22.0,18.5,499.0
2024,Mazda,Coupe,3.3,8,Manual,AWD,Premium,10.0,15.5,12.5,695.0
2021,Subaru,SUV,1.6,6,Manual,AWD,Diesel,16.6,21.0,18.6,468.0
2022,Subaru,Minivan,3.3,4,Manual,FWD,Premium,15.9,22.0,18.6,517.0
2024,Kia,SUV,5.3,6,Manual,AWD,Regular,10.0,17.8,13.5,619.0
2022,Chevrolet,SUV,3.9,6,CVT,AWD,Premium,10.0,17.2,13.2,698.0
2021,Honda,Hatchback,1.4,6,CVT,4WD,Regular,14.6,18.2,16.2,533.0
2023,Ford,Hatchback,2.0,4,Automatic,4WD,Diesel,22.1,25.2,23.5,440.0
2020,Mercedes-Benz,Truck,3.4,8,Automatic,4WD,Regular,12.0,17.5,14.5,627.0
2023,Hyundai,SUV,2.8,8,Manual,RWD,Regular,11.6,18.5,14.7,592.0
2024,Mercedes-Benz,Truck,2.8,4,Automatic,RWD,Regular,15.2,19.8,17.3,486.0
2020,Mercedes-Benz,SUV,3.6,4,Automatic,4WD,Electric,91.1,97.6,94.0,103.0
2024,Nissan,Truck,3.9,4,Manual,FWD,Premium,10.0,17.7,13.4,625.0
2021,Mercedes-Benz,Truck,5.0,12,CVT,FWD,Premium,10.0,15.3,12.4,730.0
2020,Subaru,Coupe,2.7,6,CVT,4WD,Premium,17.6,21.8,19.5,428.0
2024,Hyundai,Truck,5.0,4,Automatic,RWD,Electric,90.3,97.8,93.7,75.0
2021,Hyundai,Hatchback,2.7,4,CVT,RWD,Regular,15.4,20.7,17.8,443.0
2023,Toyota,Truck,1.3,4,CVT,FWD,Premium,19.3,24.3,21.5,416.0
2021,Chevrolet,SUV,3.8,6,Automatic,AWD,Premium,10.0,15.0,12.2,734.0
2022,Nissan,Truck,3.9,4,Manual,FWD,Regular,10.3,15.4,12.6,706.0
2021,Mercedes-Benz,Sedan,5.7,8,Automatic,AWD,Regular,10.0,16.4,12.9,654.0
2021,BMW,Wagon,4.6,6,Automatic,RWD,Regular,10.0,15.2,12.3,751.0
2022,Ford,SUV,5.6,6,Automatic,RWD,Regular,10.0,15.0,12.2,725.0
2024,Audi,Sedan,5.5,4,Manual,4WD,Regular,10.8,17.6,13.9,629.0
2024,Mazda,SUV,4.0,4,Manual,RWD,Regular,13.8,17.8,15.6,586.0
2021,Toyota,Hatchback,3.6,4,Manual,AWD,Premium,11.7,15.7,13.5,649.0
2022,Hyundai,Wagon,3.8,4,Manual,FWD,Regular,10.3,16.7,13.2,682.0
2022,Hyundai,Wagon,5.9,4,Automatic,4WD,Regular,10.0,17.3,13.3,653.0
2023,Volkswagen,Hatchback,4.9,8,CVT,AWD,Hybrid,19.3,23.5,21.1,438.0
2024,Nissan,Wagon,1.5,4,Automatic,FWD,Regular,24.8,28.7,26.6,350.0
2020,Mercedes-Benz,Hatchback,4.9,4,Manual,FWD,Regular,10.0,16.4,12.9,680.0
2024,Lexus,Sedan,1.9,4,CVT,FWD,Premium,17.2,23.3,20.0,447.0
2024,Nissan,Coupe,3.2,4,Automatic,RWD,Regular,18.3,23.6,20.7,429.0
2023,Volkswagen,SUV,2.1,12,CVT,FWD,Regular,10.0,15.0,12.2,726.0
2020,Tesla,Hatchback,4.4,4,Manual,RWD,Regular,16.4,19.9,18.0,470.0
2023,Audi,SUV,5.4,4,CVT,FWD,Hybrid,27.1,34.0,30.2,273.0
2020,Nissan,Sedan,2.5,6,CVT,FWD,Premium,21.6,26.9,24.0,363.0
2021,Hyundai,Coupe,1.4,4,Manual,RWD,Diesel,25.1,32.4,28.4,314.0
2020,Subaru,Sedan,2.5,4,CVT,RWD,Hybrid,38.2,44.1,40.8,200.0
2023,Honda,Wagon,4.4,4,Automatic,AWD,Hybrid,26.0,32.1,28.7,310.0
2024,Hyundai,SUV,2.6,4,CVT,FWD,Premium,16.9,24.5,20.3,392.0
2020,Toyota,Minivan,2.4,4,Automatic,RWD,Premium,20.3,24.1,22.0,404.0
2020,Chevrolet,Coupe,1.9,3,CVT,AWD,Regular,18.0,23.7,20.5,435.0
2022,Tesla,Wagon,3.5,6,CVT,AWD,Regular,10.0,15.0,12.2,745.0
2024,Volkswagen,Coupe,2.4,4,Manual,RWD,Premium,17.5,22.2,19.6,482.0
2021,Ford,Wagon,4.7,6,Manual,FWD,Premium,10.0,15.0,12.2,742.0
2023,Mazda,Sedan,1.4,6,Automatic,AWD,Hybrid,31.3,35.3,33.1,304.0
2021,Ford,Hatchback,4.3,4,Manual,FWD,Regular,14.1,21.8,17.6,504.0
2024,Lexus,SUV,2.2,4,Manual,FWD,Premium,17.5,23.6,20.2,441.0
2020,Hyundai,Truck,3.4,4,Manual,AWD,Premium,14.7,22.1,18.0,510.0
2020,Toyota,Truck,2.4,6,Manual,RWD,Regular,14.4,19.7,16.8,527.0
2024,Mercedes-Benz,Sedan,4.6,6,Manual,FWD,Premium,11.7,17.7,14.4,611.0
2020,Hyundai,SUV,5.7,6,Automatic,4WD,Regular,10.0,15.0,12.2,756.0
2020,Chevrolet,SUV,5.6,3,Automatic,RWD,Regular,14.7,20.0,17.1,534.0
2020,Subaru,Sedan,3.9,8,Manual,AWD,Regular,10.0,15.8,12.6,719.0
2023,Audi,SUV,3.3,4,Manual,4WD,Regular,12.0,15.1,13.4,646.0
2023,BMW,Hatchback,5.1,4,Automatic,FWD,Regular,10.0,16.9,13.1,697.0
2022,Mazda,Sedan,4.4,4,CVT,RWD,Premium,10.0,15.0,12.2,730.0
2021,Chevrolet,Hatchback,1.9,3,Automatic,4WD,Regular,22.7,28.0,25.1,334.0
2024,Volkswagen,SUV,5.1,4,CVT,RWD,Regular,11.0,16.7,13.6,667.0
2024,Mercedes-Benz,Sedan,3.1,6,Manual,FWD,Regular,12.1,20.1,15.7,542.0
2024,Volkswagen,SUV,1.9,6,Manual,RWD,Regular,12.4,15.9,14.0,587.0
2022,Hyundai,Sedan,2.4,8,Automatic,4WD,Regular,10.0,15.8,12.6,669.0
2023,Toyota,SUV,2.3,4,Manual,RWD,Regular,20.2,25.9,22.7,387.0
2022,Chevrolet,Hatchback,3.6,6,CVT,AWD,Premium,11.9,15.3,13.4,694.0
2024,Kia,Minivan,2.2,4,CVT,AWD,Electric,99.4,105.6,102.2,93.0
2021,Mercedes-Benz,Hatchback,1.6,4,Automatic,4WD,Regular,20.4,24.8,22.4,395.0
2020,Lexus,SUV,1.6,4,CVT,RWD,Regular,20.3,23.8,21.8,434.0
2023,Toyota,Sedan,3.9,4,Automatic,4WD,Regular,10.0,15.0,12.2,739.0
2023,Subaru,Truck,4.7,4,Automatic,RWD,Regular,10.0,17.1,13.2,694.0
2022,Mercedes-Benz,Hatchback,2.6,4,CVT,FWD,Premium,13.0,16.6,14.6,628.0
2023,Volkswagen,Hatchback,1.2,6,CVT,AWD,Electric,96.3,101.7,98.7,84.0
2024,Mercedes-Benz,Wagon,1.6,8,CVT,FWD,Electric,92.6,96.5,94.4,90.0
2024,BMW,Truck,5.6,4,CVT,RWD,Regular,10.0,15.0,12.2,712.0
2022,Hyundai,SUV,3.5,12,CVT,FWD,Hybrid,17.6,21.6,19.4,475.0
2024,Nissan,Minivan,3.3,6,CVT,4WD,Regular,12.8,18.3,15.3,556.0
2021,Volkswagen,Sedan,1.2,4,CVT,4WD,Premium,25.4,29.6,27.3,308.0
2022,BMW,Wagon,4.6,6,Manual,RWD,Premium,10.0,15.0,12.2,727.0
2021,Lexus,SUV,3.6,4,Automatic,AWD,Premium,10.8,17.9,14.0,637.0
2020,Tesla,Coupe,2.0,6,Automatic,4WD,Regular,15.0,20.7,17.5,520.0
2021,Mazda,Minivan,1.6,6,CVT,AWD,Regular,11.3,15.1,13.0,683.0
2020,Honda,Hatchback,2.9,12,Automatic,RWD,Regular,10.0,15.4,12.4,709.0
2020,Nissan,Coupe,5.2,6,CVT,AWD,Regular,10.0,15.0,12.2,743.0
2021,Hyundai,Hatchback,5.3,6,Manual,RWD,Regular,10.0,15.9,12.7,718.0
2022,Kia,Hatchback,4.0,6,Automatic,FWD,Premium,10.0,15.0,12.2,694.0
2024,Nissan,Coupe,4.6,4,Automatic,RWD,Regular,12.6,16.1,14.2,647.0
2024,Mazda,Minivan,1.6,4,Manual,FWD,Premium,19.1,23.0,20.9,419.0
2020,Toyota,Coupe,3.9,4,Manual,RWD,Regular,18.9,23.7,21.1,453.0
2020,Kia,SUV,4.3,4,Manual,4WD,Electric,89.8,96.8,92.9,83.0
2022,Volkswagen,Wagon,2.0,4,Automatic,4WD,Regular,16.8,20.7,18.6,458.0
2023,Kia,Wagon,5.4,8,Automatic,AWD,Electric,80.2,83.8,81.8,122.0
2021,Chevrolet,Coupe,2.0,4,Manual,RWD,Regular,22.1,27.7,24.6,404.0
2020,Mazda,SUV,2.6,8,Manual,RWD,Regular,11.9,17.7,14.5,580.0
2024,Tesla,Wagon,4.1,6,Manual,RWD,Electric,87.2,90.7,88.8,117.0
2022,Mercedes-Benz,SUV,4.2,6,Manual,AWD,Regular,10.1,15.0,12.3,734.0
2021,BMW,SUV,4.5,8,Manual,4WD,Regular,10.0,15.0,12.2,728.0
2022,Nissan,Hatchback,1.6,4,CVT,RWD,Regular,20.7,24.7,22.5,436.0
2021,Chevrolet,Wagon,5.2,8,Manual,AWD,Regular,10.0,15.0,12.2,690.0
2021,Audi,Wagon,3.7,4,CVT,RWD,Regular,15.9,19.0,17.3,536.0
2020,Kia,Hatchback,3.4,4,Automatic,FWD,Regular,17.4,23.6,20.2,459.0
2022,Chevrolet,Coupe,5.9,4,Automatic,RWD,Electric,92.5,100.5,96.1,116.0
2022,Lexus,Hatchback,4.7,4,CVT,FWD,Premium,15.8,22.0,18.6,499.0
2024,Ford,Wagon,1.6,6,Manual,AWD,Regular,23.9,28.7,26.0,347.0
2024,Mazda,Wagon,4.8,4,Automatic,AWD,Electric,89.0,95.4,91.9,91.0
2020,BMW,Minivan,1.5,4,Manual,4WD,Regular,18.5,24.4,21.1,409.0
2020,Subaru,Coupe,1.1,8,Manual,RWD,Regular,19.8,27.0,23.1,396.0
2023,Toyota,Hatchback,3.0,6,CVT,AWD,Regular,10.0,16.1,12.7,700.0
2024,Kia,Sedan,6.0,4,Automatic,4WD,Premium,10.0,16.2,12.8,690.0
2021,Mazda,Sedan,1.9,6,Automatic,RWD,Regular,10.0,15.0,12.2,717.0
2022,Subaru,Coupe,4.4,6,CVT,AWD,Premium,10.0,15.1,12.3,714.0
2020,Subaru,Hatchback,1.9,8,Manual,FWD,Regular,14.8,19.5,16.9,541.0
2022,Audi,Hatchback,4.6,4,Manual,AWD,Hybrid,22.8,25.9,24.2,368.0
2022,Hyundai,SUV,3.5,4,Automatic,FWD,Premium,13.7,18.3,15.8,587.0
2023,BMW,Wagon,4.4,4,CVT,4WD,Regular,12.5,17.9,15.0,565.0
2024,Chevrolet,Truck,2.0,4,CVT,4WD,Premium,19.4,25.4,22.1,415.0
2020,Subaru,Minivan,4.7,8,Manual,RWD,Premium,10.0,17.7,13.5,638.0
2022,Ford,Coupe,6.0,4,Manual,RWD,Regular,10.0,15.0,12.2,753.0
2020,Audi,Truck,4.3,8,CVT,RWD,Regular,10.0,15.0,12.2,753.0
2021,Mazda,Truck,3.5,4,Automatic,4WD,Regular,13.8,21.1,17.1,492.0
2023,Audi,Coupe,5.6,8,Manual,FWD,Electric,86.0,93.7,89.5,84.0
2021,Honda,Hatchback,1.1,3,CVT,RWD,Premium,18.0,23.4,20.4,421.0
2020,Honda,Coupe,4.6,8,CVT,RWD,Regular,10.5,15.0,12.5,736.0
2020,Mercedes-Benz,Truck,5.4,8,CVT,4WD,Regular,10.0,15.4,12.4,705.0
2024,Audi,Wagon,1.3,8,Automatic,FWD,Regular,12.9,16.5,14.5,627.0
2022,Lexus,Minivan,3.3,3,Manual,AWD,Regular,11.8,19.3,15.2,571.0
2022,Mercedes-Benz,Minivan,2.0,4,Manual,RWD,Premium,17.6,24.2,20.6,453.0
2021,Kia,Wagon,3.8,6,Manual,AWD,Hybrid,24.7,28.9,26.6,358.0
2023,Mercedes-Benz,Wagon,4.2,3,Automatic,AWD,Regular,17.5,24.9,20.8,461.0
2022,Volkswagen,Hatchback,2.5,4,Manual,RWD,Regular,21.3,27.5,24.1,365.0
2024,Chevrolet,Sedan,3.3,4,Manual,4WD,Regular,11.2,19.0,14.7,605.0
2021,Volkswagen,Coupe,2.4,4,Manual,RWD,Electric,93.3,101.2,96.9,89.0
2021,Subaru,Minivan,2.8,4,Manual,FWD,Regular,15.7,18.7,17.1,520.0
2024,Mazda,Wagon,1.8,3,Automatic,FWD,Regular,19.0,22.6,20.6,423.0
2023,Kia,Coupe,5.4,4,CVT,RWD,Premium,10.0,15.7,12.6,726.0
2024,Nissan,Minivan,1.1,4,CVT,AWD,Regular,21.0,28.8,24.5,348.0
2023,Subaru,Wagon,5.4,6,Manual,FWD,Regular,10.0,18.0,13.6,651.0
2024,Chevrolet,Minivan,3.9,4,Manual,FWD,Premium,11.6,17.5,14.3,625.0
2024,Honda,Hatchback,2.7,4,Manual,RWD,Regular,17.7,21.5,19.4,468.0
2020,BMW,Sedan,4.6,8,Automatic,RWD,Regular,10.0,15.0,12.2,705.0
2021,Lexus,Sedan,3.5,12,Manual,4WD,Regular,10.0,16.8,13.1,673.0
2024,Mercedes-Benz,Wagon,3.5,12,Automatic,RWD,Regular,10.0,16.0,12.7,700.0
2024,Hyundai,Minivan,1.6,8,Manual,RWD,Regular,15.8,21.5,18.4,499.0
2022,Mazda,Hatchback,2.9,4,Manual,FWD,Hybrid,27.3,32.7,29.7,295.0
2021,Toyota,SUV,2.2,6,CVT,FWD,Regular,20.2,26.8,23.2,381.0
2022,BMW,Coupe,1.1,4,Manual,FWD,Premium,22.7,30.0,26.0,345.0
2021,Volkswagen,Coupe,2.8,6,Automatic,AWD,Regular,12.4,16.9,14.4,638.0
2022,Mercedes-Benz,Truck,1.4,4,CVT,FWD,Regular,26.2,30.3,28.0,276.0
2024,Kia,Hatchback,2.3,6,Automatic,FWD,Regular,15.9,22.2,18.7,477.0
2024,Volkswagen,Minivan,1.5,4,CVT,RWD,Regular,14.0,21.6,17.4,534.0
2020,Mazda,Truck,1.5,3,Automatic,4WD,Regular,28.1,32.9,30.3,277.0
2022,Volkswagen,Wagon,2.0,6,CVT,FWD,Regular,15.7,20.1,17.7,487.0
2023,Mazda,Minivan,6.0,3,Automatic,4WD,Regular,10.0,15.0,12.2,753.0
2020,Volkswagen,Truck,1.0,4,Automatic,FWD,Regular,19.0,23.3,20.9,418.0
2022,BMW,Sedan,4.2,3,Manual,FWD,Hybrid,32.0,35.6,33.6,258.0
